"vtkOriginalPointIds","Points:0","Points:1","Points:2"
0,6,-3.2834,1.3829
1,6,-5.2834,1.3829
4,6,-3.2834,3.3829
5,6,-5.2834,3.3829
32,5.9999,-4.2834,1.3829
34,6,-3.2834,2.3828
36,6,-5.2834,2.3829
40,6.0001,-4.2834,3.3829
