"vtkOriginalPointIds","Points:0","Points:1","Points:2"
1518,-0.11472,0.1311,0
1520,-0.098327,0.1311,-0.016388
1521,-0.1311,0.1311,-0.016388
1523,-0.081939,0.1311,0
1524,-0.065551,0.1311,-0.016388
1532,-0.049164,0.1311,-0.032776
1533,-0.032776,0.1311,-0.049164
1535,-0.016388,0.1311,-0.032776
1536,0,0.1311,-0.049164
1544,-0.049164,0.1311,0
1545,-0.032776,0.1311,-0.016388
1547,-0.016388,0.1311,0
1548,0,0.1311,-0.016388
1624,0.016388,0.1311,-0.1311
1626,0.016388,0.1311,-0.098327
1627,0.032776,0.1311,-0.11472
1629,0.049164,0.1311,-0.1311
1631,0.049164,0.1311,-0.098327
1632,0.065551,0.1311,-0.11472
1640,0.016388,0.1311,-0.065551
1641,0.032776,0.1311,-0.081939
1643,0.049164,0.1311,-0.065551
1644,0.065551,0.1311,-0.081939
1656,0.081939,0.1311,-0.1311
1658,0.081939,0.1311,-0.098327
1659,0.098327,0.1311,-0.11472
1661,0.11472,0.1311,-0.1311
1663,0.11472,0.1311,-0.098327
1664,0.1311,0.1311,-0.11472
1672,0.081939,0.1311,-0.065551
1673,0.098327,0.1311,-0.081939
1675,0.11472,0.1311,-0.065551
1676,0.1311,0.1311,-0.081939
1732,0.016388,0.1311,-0.032776
1733,0.032776,0.1311,-0.049164
1735,0.049164,0.1311,-0.032776
1736,0.065551,0.1311,-0.049164
1744,0.016388,0.1311,0
1745,0.032776,0.1311,-0.016388
1747,0.049164,0.1311,0
1748,0.065551,0.1311,-0.016388
1756,0.081939,0.1311,-0.032776
1757,0.098327,0.1311,-0.049164
1759,0.11472,0.1311,-0.032776
1760,0.1311,0.1311,-0.049164
1768,0.081939,0.1311,0
1769,0.098327,0.1311,-0.016388
1771,0.11472,0.1311,0
1772,0.1311,0.1311,-0.016388
2322,-0.11472,0.1311,0.032776
2324,-0.098327,0.1311,0.016388
2325,-0.1311,0.1311,0.016388
2327,-0.081939,0.1311,0.032776
2328,-0.065551,0.1311,0.016388
2338,-0.11472,0.1311,0.065551
2340,-0.098327,0.1311,0.049164
2341,-0.1311,0.1311,0.049164
2343,-0.081939,0.1311,0.065551
2344,-0.065551,0.1311,0.049164
2352,-0.049164,0.1311,0.032776
2353,-0.032776,0.1311,0.016388
2355,-0.016388,0.1311,0.032776
2356,0,0.1311,0.016388
2364,-0.049164,0.1311,0.065551
2365,-0.032776,0.1311,0.049164
2367,-0.016388,0.1311,0.065551
2368,0,0.1311,0.049164
2434,-0.11472,0.1311,0.098327
2436,-0.098327,0.1311,0.081939
2437,-0.1311,0.1311,0.081939
2439,-0.081939,0.1311,0.098327
2440,-0.065551,0.1311,0.081939
2450,-0.11472,0.1311,0.1311
2452,-0.098327,0.1311,0.11472
2453,-0.1311,0.1311,0.11472
2455,-0.081939,0.1311,0.1311
2456,-0.065551,0.1311,0.11472
2464,-0.049164,0.1311,0.098327
2465,-0.032776,0.1311,0.081939
2467,-0.016388,0.1311,0.098327
2468,0,0.1311,0.081939
2476,-0.049164,0.1311,0.1311
2477,-0.032776,0.1311,0.11472
2479,-0.016388,0.1311,0.1311
2480,0,0.1311,0.11472
2536,0.016388,0.1311,0.032776
2537,0.032776,0.1311,0.016388
2539,0.049164,0.1311,0.032776
2540,0.065551,0.1311,0.016388
2548,0.016388,0.1311,0.065551
2549,0.032776,0.1311,0.049164
2551,0.049164,0.1311,0.065551
2552,0.065551,0.1311,0.049164
2560,0.081939,0.1311,0.032776
2561,0.098327,0.1311,0.016388
2563,0.11472,0.1311,0.032776
2564,0.1311,0.1311,0.016388
2572,0.081939,0.1311,0.065551
2573,0.098327,0.1311,0.049164
2575,0.11472,0.1311,0.065551
2576,0.1311,0.1311,0.049164
2632,0.016388,0.1311,0.098327
2633,0.032776,0.1311,0.081939
2635,0.049164,0.1311,0.098327
2636,0.065551,0.1311,0.081939
2644,0.016388,0.1311,0.1311
2645,0.032776,0.1311,0.11472
2647,0.049164,0.1311,0.1311
2648,0.065551,0.1311,0.11472
2656,0.081939,0.1311,0.098327
2657,0.098327,0.1311,0.081939
2659,0.11472,0.1311,0.098327
2660,0.1311,0.1311,0.081939
2668,0.081939,0.1311,0.1311
2669,0.098327,0.1311,0.11472
2671,0.11472,0.1311,0.1311
2672,0.1311,0.1311,0.11472
3208,-0.11472,0.1311,-0.11472
3213,-0.081939,0.1311,-0.11472
3223,-0.11472,0.1311,-0.081939
3227,-0.081939,0.1311,-0.081939
3239,-0.049164,0.1311,-0.11472
3243,-0.016388,0.1311,-0.11472
3252,-0.049164,0.1311,-0.081939
3255,-0.016388,0.1311,-0.081939
3317,-0.11472,0.1311,-0.049164
3321,-0.081939,0.1311,-0.049164
3331,-0.11472,0.1311,-0.016388
3335,-0.081939,0.1311,-0.016388
3344,-0.049164,0.1311,-0.049164
3347,-0.016388,0.1311,-0.049164
3356,-0.049164,0.1311,-0.016388
3359,-0.016388,0.1311,-0.016388
3427,0.016388,0.1311,-0.11472
3431,0.049164,0.1311,-0.11472
3440,0.016388,0.1311,-0.081939
3443,0.049164,0.1311,-0.081939
3455,0.081939,0.1311,-0.11472
3459,0.11472,0.1311,-0.11472
3468,0.081939,0.1311,-0.081939
3471,0.11472,0.1311,-0.081939
3528,0.016388,0.1311,-0.049164
3531,0.049164,0.1311,-0.049164
3540,0.016388,0.1311,-0.016388
3543,0.049164,0.1311,-0.016388
3552,0.081939,0.1311,-0.049164
3555,0.11472,0.1311,-0.049164
3564,0.081939,0.1311,-0.016388
3567,0.11472,0.1311,-0.016388
4061,-0.11472,0.1311,0.016388
4065,-0.081939,0.1311,0.016388
4075,-0.11472,0.1311,0.049164
4079,-0.081939,0.1311,0.049164
4088,-0.049164,0.1311,0.016388
4091,-0.016388,0.1311,0.016388
4100,-0.049164,0.1311,0.049164
4103,-0.016388,0.1311,0.049164
4165,-0.11472,0.1311,0.081939
4169,-0.081939,0.1311,0.081939
4179,-0.11472,0.1311,0.11472
4183,-0.081939,0.1311,0.11472
4192,-0.049164,0.1311,0.081939
4195,-0.016388,0.1311,0.081939
4204,-0.049164,0.1311,0.11472
4207,-0.016388,0.1311,0.11472
4264,0.016388,0.1311,0.016388
4267,0.049164,0.1311,0.016388
4276,0.016388,0.1311,0.049164
4279,0.049164,0.1311,0.049164
4288,0.081939,0.1311,0.016388
4291,0.11472,0.1311,0.016388
4300,0.081939,0.1311,0.049164
4303,0.11472,0.1311,0.049164
4360,0.016388,0.1311,0.081939
4363,0.049164,0.1311,0.081939
4372,0.016388,0.1311,0.11472
4375,0.049164,0.1311,0.11472
4384,0.081939,0.1311,0.081939
4387,0.11472,0.1311,0.081939
4396,0.081939,0.1311,0.11472
4399,0.11472,0.1311,0.11472
